invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I191014,C229469,Male,56,Technology,4,4200.0,Credit Card,1/3/2021,Cevahir AVM
I302186,C598840,Male,61,Food & Beverage,4,20.92,Cash,19/03/2021,Mall of Istanbul
I682144,C219445,Male,27,Food & Beverage,5,26.15,Cash,11/1/2022,Metropol AVM
I131021,C213758,Male,55,Clothing,4,1200.32,Debit Card,21/05/2021,Forum Istanbul
I205401,C100671,Male,44,Clothing,2,600.16,Credit Card,21/03/2022,Cevahir AVM
I226456,C709141,Male,33,Food & Beverage,5,26.15,Cash,23/12/2021,Cevahir AVM
I108142,C569048,Male,33,Food & Beverage,2,10.46,Debit Card,3/10/2021,Kanyon
I212604,C778377,Male,23,Food & Beverage,3,15.69,Cash,27/01/2023,Kanyon
I784742,C276308,Male,39,Clothing,2,600.16,Credit Card,1/4/2021,Forum Istanbul
I300651,C861102,Male,34,Clothing,2,600.16,Credit Card,6/2/2022,Metropol AVM
I556506,C177983,Male,40,Clothing,1,300.08,Cash,26/03/2021,Metrocity
I140455,C646508,Male,25,Cosmetics,5,203.3,Credit Card,13/04/2021,Metrocity
I571218,C296011,Male,26,Toys,5,179.2,Credit Card,19/11/2022,Viaport Outlet
I305640,C217009,Male,18,Souvenir,2,23.46,Credit Card,15/02/2022,Mall of Istanbul
I161947,C342810,Male,51,Clothing,2,600.16,Credit Card,24/08/2021,Kanyon
I189365,C966674,Male,39,Toys,5,179.2,Debit Card,29/09/2022,Istinye Park
I957354,C745310,Male,49,Cosmetics,3,121.98,Debit Card,7/8/2022,Kanyon
I669633,C406772,Male,47,Food & Beverage,3,15.69,Cash,10/1/2022,Kanyon
I190416,C206802,Male,60,Souvenir,4,46.92,Cash,23/11/2022,Cevahir AVM
I181517,C242068,Male,53,Toys,4,143.36,Cash,18/04/2022,Istinye Park
I999956,C925896,Male,69,Toys,4,143.36,Credit Card,16/08/2021,Metrocity
I460595,C905640,Male,26,Shoes,5,3000.85,Cash,11/4/2021,Kanyon
I592054,C223852,Male,59,Cosmetics,4,162.64,Cash,31/01/2023,Cevahir AVM
I104693,C681217,Male,68,Clothing,1,300.08,Cash,7/9/2022,Metrocity
I219475,C917096,Male,62,Shoes,5,3000.85,Credit Card,1/2/2021,Kanyon
I326598,C884539,Male,62,Souvenir,1,11.73,Cash,12/6/2021,Kanyon
I142804,C328947,Male,29,Clothing,1,300.08,Debit Card,18/08/2021,Zorlu Center
I316361,C254200,Male,30,Shoes,3,1800.51,Credit Card,29/10/2022,Istinye Park
I233745,C146498,Male,31,Souvenir,1,11.73,Credit Card,30/03/2021,Kanyon
I178925,C150928,Male,55,Toys,4,143.36,Debit Card,26/01/2021,Istinye Park
I720651,C293253,Male,42,Cosmetics,4,162.64,Cash,12/5/2021,Kanyon
I288310,C935338,Male,62,Food & Beverage,1,5.23,Debit Card,18/11/2022,Kanyon
I258197,C859803,Male,52,Clothing,4,1200.32,Credit Card,28/02/2023,Mall of Istanbul
I296873,C301032,Male,23,Clothing,1,300.08,Credit Card,14/11/2022,Kanyon
I186065,C145158,Male,57,Shoes,1,600.17,Cash,6/3/2022,Viaport Outlet
I372844,C145521,Male,68,Clothing,4,1200.32,Cash,11/11/2021,Zorlu Center
I651238,C810298,Male,34,Shoes,2,1200.34,Cash,5/2/2023,Metropol AVM
I743035,C328512,Male,33,Clothing,4,1200.32,Credit Card,11/4/2022,Metrocity
I158955,C784585,Male,36,Clothing,5,1500.4,Debit Card,7/2/2021,Istinye Park
I132065,C339006,Male,24,Food & Beverage,3,15.69,Credit Card,23/01/2022,Kanyon
I149832,C787491,Male,59,Shoes,2,1200.34,Credit Card,10/6/2021,Metrocity
I102045,C105667,Male,40,Food & Beverage,3,15.69,Credit Card,22/05/2021,Metropol AVM
I336398,C888800,Male,47,Shoes,1,600.17,Cash,26/03/2022,Mall of Istanbul
I277186,C334187,Male,20,Clothing,5,1500.4,Credit Card,7/2/2021,Viaport Outlet
I314200,C277282,Male,34,Clothing,3,900.24,Credit Card,22/06/2021,Mall of Istanbul
I281508,C305397,Male,41,Cosmetics,2,81.32,Cash,26/04/2021,Mall of Istanbul
I314181,C185037,Male,65,Clothing,5,1500.4,Credit Card,3/3/2023,Forum Istanbul
I944823,C241479,Male,22,Food & Beverage,1,5.23,Credit Card,7/2/2022,Mall of Istanbul
I212800,C277931,Male,54,Clothing,4,1200.32,Debit Card,19/11/2022,Mall of Istanbul
I117956,C113043,Male,68,Technology,2,2100.0,Cash,18/09/2021,Metropol AVM
I329071,C298937,Male,64,Toys,4,143.36,Debit Card,11/9/2022,Kanyon
I332671,C218261,Male,34,Food & Beverage,3,15.69,Debit Card,20/03/2022,Kanyon
I312927,C116980,Male,20,Toys,3,107.52,Credit Card,30/01/2021,Mall of Istanbul
I227110,C144156,Male,49,Clothing,4,1200.32,Cash,16/05/2021,Kanyon
I125301,C319356,Male,27,Clothing,5,1500.4,Debit Card,10/11/2022,Mall of Istanbul
I225446,C173543,Male,65,Technology,1,1050.0,Cash,1/3/2021,Zorlu Center
I319801,C124332,Male,54,Clothing,1,300.08,Credit Card,1/2/2022,Mall of Istanbul
I153065,C124498,Male,42,Food & Beverage,3,15.69,Credit Card,1/4/2021,Forum Istanbul
I225096,C648281,Male,24,Food & Beverage,1,5.23,Credit Card,27/02/2023,Metropol AVM
I133929,C225704,Male,37,Clothing,3,900.24,Cash,12/12/2022,Forum Istanbul
I286811,C320906,Male,37,Shoes,1,600.17,Cash,28/10/2022,Metropol AVM
I407093,C137332,Male,49,Shoes,5,3000.85,Cash,2/2/2021,Metropol AVM
I221088,C111789,Male,66,Technology,3,3150.0,Cash,4/10/2021,Kanyon
I201594,C196523,Male,25,Clothing,3,900.24,Cash,13/05/2021,Kanyon
I338339,C139070,Male,38,Clothing,1,300.08,Credit Card,11/6/2022,Mall of Istanbul
I308178,C336744,Male,62,Shoes,5,3000.85,Cash,18/11/2022,Metrocity
I166832,C217975,Male,68,Souvenir,1,11.73,Cash,7/6/2021,Forum Istanbul
I136474,C291285,Male,46,Shoes,2,1200.34,Debit Card,12/6/2021,Forum Istanbul
I357084,C131728,Male,39,Food & Beverage,2,10.46,Cash,12/6/2021,Metrocity
I234252,C240045,Male,61,Toys,5,179.2,Debit Card,30/03/2022,Cevahir AVM
I319111,C123582,Male,48,Shoes,5,3000.85,Debit Card,6/7/2022,Viaport Outlet
I251169,C126153,Male,59,Clothing,5,1500.4,Cash,23/07/2022,Metropol AVM
I117941,C581727,Male,33,Clothing,2,600.16,Cash,26/06/2021,Mall of Istanbul
I151783,C138795,Male,32,Clothing,2,600.16,Debit Card,28/04/2022,Emaar Square Mall
I393663,C141097,Male,60,Books,2,30.3,Debit Card,21/11/2022,Metropol AVM
I531218,C710432,Male,64,Food & Beverage,1,5.23,Cash,29/06/2021,Forum Istanbul
I228995,C181850,Male,44,Cosmetics,2,81.32,Cash,21/02/2022,Mall of Istanbul
I254049,C254745,Male,26,Clothing,4,1200.32,Credit Card,4/3/2022,Kanyon
I140555,C263288,Male,23,Clothing,4,1200.32,Debit Card,15/07/2022,Emaar Square Mall
I314786,C204471,Male,22,Toys,2,71.68,Credit Card,18/02/2023,Kanyon
I322843,C229582,Male,55,Technology,3,3150.0,Credit Card,27/08/2021,Kanyon
I244002,C162395,Male,34,Toys,5,179.2,Cash,11/3/2022,Kanyon
I869477,C278457,Male,42,Food & Beverage,3,15.69,Debit Card,3/8/2022,Zorlu Center
I122010,C212358,Male,47,Shoes,1,600.17,Debit Card,6/11/2022,Viaport Outlet
I334164,C160077,Male,59,Toys,4,143.36,Debit Card,29/11/2022,Kanyon
I133260,C218266,Male,29,Clothing,5,1500.4,Debit Card,9/7/2022,Forum Istanbul
I213486,C842398,Male,66,Clothing,2,600.16,Debit Card,8/6/2022,Kanyon
I706485,C544865,Male,35,Technology,5,5250.0,Cash,1/3/2022,Metropol AVM
I153452,C261979,Male,65,Food & Beverage,3,15.69,Credit Card,22/07/2021,Kanyon
I195092,C117397,Male,60,Clothing,4,1200.32,Debit Card,3/3/2021,Istinye Park
I687018,C117917,Male,23,Toys,2,71.68,Debit Card,6/10/2021,Kanyon
I307674,C396166,Male,23,Clothing,2,600.16,Cash,15/01/2023,Cevahir AVM
I124085,C111197,Male,40,Cosmetics,5,203.3,Cash,17/11/2021,Kanyon
I619900,C998569,Male,50,Cosmetics,3,121.98,Cash,3/3/2021,Istinye Park
I630231,C207449,Male,21,Food & Beverage,5,26.15,Credit Card,25/11/2022,Kanyon
I206694,C267227,Male,38,Books,4,60.6,Cash,10/7/2022,Forum Istanbul
I130310,C311341,Male,61,Food & Beverage,5,26.15,Credit Card,19/07/2021,Cevahir AVM
I714322,C147182,Male,38,Cosmetics,4,162.64,Cash,17/02/2021,Istinye Park
I610234,C160316,Male,28,Shoes,4,2400.68,Cash,5/1/2023,Forum Istanbul
I280174,C333530,Male,63,Shoes,4,2400.68,Debit Card,5/12/2022,Metrocity
I590757,C480589,Male,56,Food & Beverage,2,10.46,Debit Card,10/12/2022,Zorlu Center
I202928,C558098,Male,50,Clothing,2,600.16,Cash,26/12/2021,Forum Istanbul
I303790,C193525,Male,28,Cosmetics,4,162.64,Cash,11/2/2022,Mall of Istanbul
I338903,C586256,Male,61,Cosmetics,5,203.3,Credit Card,19/05/2022,Metrocity
I256422,C177766,Male,55,Clothing,2,600.16,Cash,8/1/2022,Metropol AVM
I519315,C732430,Male,53,Cosmetics,5,203.3,Cash,18/09/2021,Mall of Istanbul
I310378,C202521,Male,58,Clothing,2,600.16,Debit Card,30/04/2022,Metrocity
I134011,C133654,Male,30,Food & Beverage,5,26.15,Credit Card,29/06/2022,Metropol AVM
I280629,C205051,Male,67,Cosmetics,1,40.66,Debit Card,27/08/2022,Metrocity
I166351,C177310,Male,30,Clothing,1,300.08,Cash,12/1/2023,Istinye Park
I308835,C162670,Male,66,Clothing,2,600.16,Credit Card,28/05/2022,Forum Istanbul
I229544,C165653,Male,28,Clothing,1,300.08,Credit Card,29/11/2021,Mall of Istanbul
I930274,C133341,Male,45,Food & Beverage,3,15.69,Debit Card,30/12/2021,Metropol AVM
I522849,C151654,Male,63,Shoes,1,600.17,Credit Card,23/04/2021,Metrocity
I158714,C294765,Male,24,Food & Beverage,1,5.23,Debit Card,30/10/2021,Viaport Outlet
I310888,C169580,Male,27,Toys,1,35.84,Debit Card,26/12/2021,Metropol AVM
I234687,C264449,Male,21,Shoes,3,1800.51,Cash,30/06/2022,Metrocity
I300981,C180483,Male,33,Toys,2,71.68,Cash,29/03/2021,Mall of Istanbul
I188075,C338844,Male,49,Food & Beverage,2,10.46,Cash,2/5/2022,Metropol AVM
I334771,C323887,Male,27,Technology,1,1050.0,Cash,28/02/2022,Mall of Istanbul
I329597,C114903,Male,37,Food & Beverage,3,15.69,Cash,9/2/2023,Mall of Istanbul
I179942,C321869,Male,58,Toys,5,179.2,Cash,24/01/2022,Mall of Istanbul
I107677,C135549,Male,63,Books,5,75.75,Debit Card,22/11/2022,Cevahir AVM
I243625,C285953,Male,49,Shoes,1,600.17,Debit Card,15/09/2021,Mall of Istanbul
I228051,C315421,Male,63,Clothing,3,900.24,Cash,26/08/2021,Metropol AVM
I574264,C291882,Male,49,Food & Beverage,5,26.15,Credit Card,24/05/2022,Kanyon
I274942,C141152,Male,20,Cosmetics,4,162.64,Cash,14/04/2022,Mall of Istanbul
I279830,C179775,Male,54,Shoes,3,1800.51,Credit Card,14/01/2022,Kanyon
I262007,C220867,Male,58,Shoes,3,1800.51,Cash,14/11/2022,Mall of Istanbul
I813097,C677793,Male,20,Clothing,2,600.16,Cash,18/08/2021,Cevahir AVM
I155295,C194533,Male,50,Cosmetics,1,40.66,Cash,19/05/2022,Mall of Istanbul
I814159,C194413,Male,57,Food & Beverage,5,26.15,Cash,31/12/2021,Mall of Istanbul
I331775,C214628,Male,32,Clothing,3,900.24,Cash,10/9/2021,Cevahir AVM
I237744,C133416,Male,40,Shoes,1,600.17,Debit Card,25/01/2021,Mall of Istanbul
I237034,C970985,Male,39,Toys,4,143.36,Cash,11/10/2021,Kanyon
I937384,C103446,Male,34,Shoes,4,2400.68,Cash,2/8/2021,Zorlu Center
I240807,C339763,Male,38,Clothing,3,900.24,Debit Card,5/11/2021,Mall of Istanbul
I275084,C242999,Male,36,Cosmetics,2,81.32,Cash,11/12/2022,Metrocity
I275772,C890915,Male,40,Cosmetics,2,81.32,Cash,25/12/2021,Cevahir AVM
I707659,C149364,Male,18,Food & Beverage,2,10.46,Cash,28/01/2022,Mall of Istanbul
I534444,C202099,Male,49,Shoes,5,3000.85,Debit Card,10/2/2023,Mall of Istanbul
I247477,C103243,Male,46,Souvenir,5,58.65,Cash,17/09/2021,Kanyon
I219198,C128854,Male,37,Clothing,4,1200.32,Credit Card,3/3/2021,Mall of Istanbul
I952518,C896626,Male,37,Books,3,45.45,Cash,28/07/2021,Metrocity
I236472,C105350,Male,46,Shoes,2,1200.34,Debit Card,3/10/2021,Metropol AVM
I237815,C274300,Male,32,Cosmetics,2,81.32,Cash,10/7/2022,Emaar Square Mall
I175677,C140520,Male,28,Clothing,1,300.08,Debit Card,23/08/2022,Istinye Park
I699583,C238220,Male,60,Food & Beverage,4,20.92,Cash,22/01/2021,Zorlu Center
I260947,C169832,Male,25,Clothing,2,600.16,Debit Card,26/06/2022,Metrocity
I337718,C812078,Male,29,Clothing,2,600.16,Debit Card,24/12/2021,Cevahir AVM
I132098,C244348,Male,65,Technology,1,1050.0,Cash,25/01/2023,Metropol AVM
I992128,C111293,Male,50,Clothing,1,300.08,Debit Card,11/2/2021,Kanyon
I242372,C152129,Male,26,Clothing,2,600.16,Debit Card,16/03/2022,Mall of Istanbul
I175090,C682555,Male,68,Books,2,30.3,Cash,17/12/2021,Kanyon
I333738,C213198,Male,42,Clothing,3,900.24,Credit Card,6/3/2022,Kanyon
I327535,C652679,Male,29,Souvenir,2,23.46,Credit Card,23/01/2022,Metropol AVM
I286316,C111762,Male,30,Shoes,4,2400.68,Cash,10/9/2022,Metrocity
I203709,C190336,Male,59,Books,4,60.6,Credit Card,4/5/2022,Zorlu Center
I133510,C322629,Male,63,Books,4,60.6,Credit Card,9/9/2022,Kanyon
I923098,C463503,Male,56,Souvenir,3,35.19,Credit Card,17/05/2021,Viaport Outlet
I291539,C459702,Male,69,Toys,1,35.84,Cash,1/10/2022,Metrocity
I838715,C255747,Male,34,Clothing,3,900.24,Credit Card,23/08/2022,Metrocity
I263652,C101115,Male,21,Cosmetics,3,121.98,Cash,27/12/2021,Mall of Istanbul
I182885,C470976,Male,68,Clothing,4,1200.32,Debit Card,18/12/2022,Cevahir AVM
I176539,C156913,Male,43,Shoes,1,600.17,Debit Card,29/09/2021,Kanyon
I188423,C192331,Male,58,Food & Beverage,5,26.15,Debit Card,22/12/2022,Istinye Park
I560219,C785129,Male,64,Food & Beverage,1,5.23,Cash,8/5/2021,Mall of Istanbul
I822437,C166931,Male,18,Toys,4,143.36,Cash,27/11/2021,Metrocity
I338502,C157633,Male,31,Clothing,4,1200.32,Credit Card,4/12/2021,Istinye Park
I221998,C304930,Male,39,Cosmetics,5,203.3,Cash,18/07/2022,Kanyon
I777692,C147437,Male,69,Shoes,3,1800.51,Debit Card,2/2/2021,Kanyon
I193221,C176073,Male,38,Clothing,2,600.16,Debit Card,11/12/2021,Mall of Istanbul
I418885,C150934,Male,25,Clothing,3,900.24,Credit Card,28/08/2021,Metropol AVM
I324122,C125101,Male,18,Food & Beverage,3,15.69,Cash,3/2/2022,Metropol AVM
I261471,C117578,Male,38,Clothing,4,1200.32,Credit Card,12/12/2022,Viaport Outlet
I239527,C270771,Male,54,Clothing,4,1200.32,Credit Card,27/05/2021,Istinye Park
I196542,C259240,Male,67,Cosmetics,4,162.64,Cash,12/4/2022,Forum Istanbul
I272241,C116083,Male,43,Shoes,4,2400.68,Credit Card,22/08/2022,Metrocity
I750084,C945461,Male,57,Toys,1,35.84,Debit Card,2/11/2022,Viaport Outlet
I132208,C173993,Male,41,Clothing,1,300.08,Credit Card,5/6/2021,Forum Istanbul
I156839,C218539,Male,20,Toys,1,35.84,Cash,5/3/2023,Kanyon
I159287,C223134,Male,59,Souvenir,5,58.65,Credit Card,9/6/2022,Emaar Square Mall
I277424,C317330,Male,40,Food & Beverage,5,26.15,Cash,23/10/2021,Mall of Istanbul
I818958,C451887,Male,66,Clothing,2,600.16,Debit Card,22/01/2022,Mall of Istanbul
I141080,C316199,Male,40,Clothing,2,600.16,Cash,16/02/2022,Mall of Istanbul
I240677,C997246,Male,19,Clothing,3,900.24,Debit Card,21/02/2021,Metrocity
I314345,C295424,Male,69,Books,2,30.3,Debit Card,12/1/2022,Metrocity
I168175,C312139,Male,35,Clothing,1,300.08,Cash,10/1/2022,Metropol AVM
I677011,C107227,Male,50,Clothing,5,1500.4,Debit Card,12/7/2022,Zorlu Center
I313759,C125136,Male,33,Toys,1,35.84,Cash,28/02/2021,Metrocity
I227284,C314573,Male,59,Books,2,30.3,Cash,11/10/2022,Mall of Istanbul
I241484,C312393,Male,66,Toys,4,143.36,Debit Card,12/2/2021,Metrocity
I987875,C331544,Male,57,Food & Beverage,4,20.92,Credit Card,10/12/2021,Mall of Istanbul
I200410,C267713,Male,25,Clothing,1,300.08,Credit Card,4/5/2021,Kanyon
I326981,C100291,Male,39,Souvenir,3,35.19,Cash,3/6/2021,Emaar Square Mall
I228759,C124027,Male,34,Shoes,2,1200.34,Cash,16/06/2022,Metrocity
I517982,C292248,Male,64,Clothing,3,900.24,Credit Card,27/11/2022,Metropol AVM
I198901,C174297,Male,28,Toys,5,179.2,Credit Card,22/02/2021,Kanyon
I116392,C669675,Male,32,Shoes,1,600.17,Debit Card,26/01/2022,Metrocity
I465741,C202567,Male,46,Cosmetics,3,121.98,Debit Card,1/1/2022,Metrocity
I137351,C770394,Male,22,Technology,4,4200.0,Credit Card,12/1/2022,Kanyon
I250117,C106003,Male,20,Food & Beverage,1,5.23,Cash,1/7/2021,Mall of Istanbul
I116511,C156519,Male,21,Clothing,4,1200.32,Debit Card,3/3/2023,Cevahir AVM
I228605,C314997,Male,55,Clothing,4,1200.32,Cash,13/06/2022,Mall of Istanbul
I163287,C258393,Male,67,Food & Beverage,2,10.46,Cash,4/8/2022,Mall of Istanbul
I144122,C100309,Male,53,Clothing,2,600.16,Credit Card,1/6/2021,Kanyon
I142547,C257420,Male,65,Clothing,4,1200.32,Cash,13/01/2021,Viaport Outlet
I333630,C562300,Male,55,Toys,1,35.84,Credit Card,2/3/2022,Metrocity
I258310,C285981,Male,69,Cosmetics,3,121.98,Debit Card,29/12/2021,Emaar Square Mall
I263991,C301447,Male,30,Food & Beverage,1,5.23,Cash,19/02/2022,Emaar Square Mall
I316641,C189212,Male,50,Clothing,3,900.24,Cash,18/09/2021,Metropol AVM
I142672,C131978,Male,59,Books,2,30.3,Credit Card,11/4/2021,Viaport Outlet
I965903,C209629,Male,53,Shoes,1,600.17,Debit Card,23/09/2021,Metrocity
I283901,C322601,Male,69,Cosmetics,5,203.3,Cash,25/06/2022,Metrocity
I279368,C585536,Male,22,Cosmetics,3,121.98,Debit Card,1/11/2022,Istinye Park
I256659,C227147,Male,36,Clothing,1,300.08,Cash,1/1/2023,Viaport Outlet
I264582,C173926,Male,61,Clothing,2,600.16,Debit Card,15/10/2021,Mall of Istanbul
I321583,C234308,Male,38,Souvenir,2,23.46,Cash,18/10/2021,Mall of Istanbul
I194892,C807013,Male,60,Souvenir,1,11.73,Cash,17/06/2022,Viaport Outlet
I216353,C375061,Male,69,Souvenir,3,35.19,Cash,18/01/2021,Viaport Outlet
I164526,C546857,Male,26,Clothing,1,300.08,Cash,7/2/2023,Metropol AVM
I172410,C184973,Male,60,Clothing,5,1500.4,Debit Card,1/5/2021,Emaar Square Mall
I261022,C134851,Male,36,Food & Beverage,2,10.46,Credit Card,15/02/2022,Emaar Square Mall
I111620,C336489,Male,37,Toys,2,71.68,Debit Card,4/8/2022,Metropol AVM
I330301,C245005,Male,39,Clothing,4,1200.32,Cash,22/10/2021,Zorlu Center
I632364,C251511,Male,55,Clothing,2,600.16,Cash,23/07/2022,Istinye Park
I167666,C121696,Male,62,Cosmetics,4,162.64,Credit Card,17/10/2021,Forum Istanbul
I325626,C619323,Male,68,Cosmetics,1,40.66,Cash,27/01/2022,Metrocity
I253500,C838991,Male,66,Clothing,4,1200.32,Credit Card,27/09/2022,Cevahir AVM
I181030,C282309,Male,54,Technology,4,4200.0,Cash,28/09/2021,Emaar Square Mall
I161573,C507295,Male,45,Toys,2,71.68,Cash,21/03/2022,Emaar Square Mall
I196410,C448745,Male,46,Technology,5,5250.0,Debit Card,4/11/2022,Metrocity
I253587,C323575,Male,29,Food & Beverage,5,26.15,Debit Card,3/3/2022,Forum Istanbul
I716477,C158301,Male,22,Clothing,4,1200.32,Cash,22/11/2022,Kanyon
I102166,C763155,Male,55,Books,1,15.15,Cash,6/8/2022,Kanyon
I252215,C198510,Male,27,Cosmetics,2,81.32,Credit Card,9/10/2022,Istinye Park
I260283,C223968,Male,36,Clothing,5,1500.4,Credit Card,30/09/2022,Istinye Park
I669865,C991218,Male,21,Books,4,60.6,Credit Card,16/06/2022,Kanyon
I270752,C103535,Male,37,Clothing,1,300.08,Cash,3/4/2022,Emaar Square Mall
I847753,C100940,Male,24,Clothing,2,600.16,Debit Card,2/3/2022,Kanyon
I240239,C178237,Male,63,Clothing,2,600.16,Cash,11/1/2022,Istinye Park
I145326,C281325,Male,60,Clothing,3,900.24,Debit Card,8/5/2022,Mall of Istanbul
I185515,C414588,Male,50,Cosmetics,2,81.32,Cash,5/11/2021,Metropol AVM
I109006,C136059,Male,50,Cosmetics,2,81.32,Debit Card,12/2/2022,Metropol AVM
I141684,C274854,Male,21,Toys,4,143.36,Cash,15/02/2022,Kanyon
I235986,C205048,Male,57,Toys,2,71.68,Cash,3/4/2022,Metropol AVM
I313894,C266387,Male,25,Clothing,3,900.24,Cash,7/3/2021,Mall of Istanbul
I676718,C200751,Male,43,Cosmetics,1,40.66,Cash,28/03/2022,Kanyon
I476143,C111688,Male,63,Food & Beverage,3,15.69,Cash,27/02/2022,Metropol AVM
I282454,C158474,Male,52,Clothing,1,300.08,Cash,19/12/2021,Zorlu Center
I171416,C265113,Male,65,Food & Beverage,5,26.15,Cash,8/7/2021,Kanyon
I455742,C309087,Male,27,Clothing,4,1200.32,Cash,27/02/2023,Metropol AVM
I330546,C175636,Male,69,Food & Beverage,4,20.92,Cash,21/08/2022,Istinye Park
I277062,C648321,Male,46,Clothing,1,300.08,Cash,12/12/2021,Mall of Istanbul
I108265,C207234,Male,34,Cosmetics,1,40.66,Cash,19/02/2023,Metrocity
I758333,C528952,Male,53,Cosmetics,3,121.98,Cash,17/11/2021,Kanyon
I221106,C339884,Male,34,Food & Beverage,1,5.23,Credit Card,17/09/2021,Mall of Istanbul
I229021,C264588,Male,56,Cosmetics,2,81.32,Credit Card,21/11/2021,Mall of Istanbul
I295060,C129237,Male,66,Shoes,4,2400.68,Credit Card,9/7/2022,Kanyon
I188239,C248242,Male,31,Technology,1,1050.0,Debit Card,3/9/2021,Forum Istanbul
I190663,C288049,Male,67,Books,2,30.3,Credit Card,13/08/2021,Forum Istanbul
I715267,C265056,Male,35,Technology,3,3150.0,Credit Card,14/06/2022,Mall of Istanbul
I428548,C235764,Male,25,Clothing,1,300.08,Cash,28/02/2021,Kanyon
I316561,C198821,Male,22,Clothing,3,900.24,Cash,28/11/2021,Metropol AVM
I654585,C305390,Male,26,Shoes,2,1200.34,Debit Card,8/2/2023,Emaar Square Mall
I322867,C220906,Male,66,Cosmetics,1,40.66,Cash,10/7/2021,Zorlu Center
I291180,C210163,Male,25,Technology,4,4200.0,Credit Card,8/12/2022,Mall of Istanbul
I535204,C856309,Male,54,Clothing,2,600.16,Debit Card,8/3/2023,Metrocity
I164992,C851908,Male,46,Cosmetics,1,40.66,Credit Card,11/1/2022,Kanyon
I222865,C155489,Male,23,Toys,2,71.68,Debit Card,16/02/2023,Metrocity
I636408,C135195,Male,51,Cosmetics,3,121.98,Cash,5/7/2022,Kanyon
I183293,C255678,Male,35,Clothing,3,900.24,Cash,16/03/2022,Metrocity
I236949,C324662,Male,54,Clothing,1,300.08,Cash,14/06/2021,Metropol AVM
I265673,C276166,Male,32,Clothing,1,300.08,Credit Card,22/07/2021,Viaport Outlet
I137013,C179736,Male,31,Clothing,2,600.16,Cash,12/10/2022,Metrocity
I163450,C139066,Male,49,Clothing,2,600.16,Cash,16/10/2022,Kanyon
I121722,C249728,Male,47,Books,2,30.3,Credit Card,29/09/2021,Cevahir AVM
I206944,C295971,Male,66,Technology,5,5250.0,Credit Card,28/01/2022,Emaar Square Mall
I322710,C207570,Male,28,Technology,2,2100.0,Cash,7/3/2023,Kanyon
I160063,C593763,Male,27,Clothing,4,1200.32,Cash,4/3/2022,Kanyon
I207009,C198998,Male,49,Cosmetics,1,40.66,Cash,31/05/2022,Mall of Istanbul
I196874,C162939,Male,68,Food & Beverage,4,20.92,Debit Card,2/4/2022,Istinye Park
I208122,C146901,Male,28,Clothing,4,1200.32,Cash,7/9/2021,Mall of Istanbul
I276728,C210088,Male,60,Clothing,4,1200.32,Cash,28/01/2022,Kanyon
I291734,C288199,Male,56,Souvenir,5,58.65,Credit Card,31/12/2022,Metropol AVM
I195624,C215612,Male,28,Food & Beverage,1,5.23,Cash,16/03/2021,Forum Istanbul
I185204,C134239,Male,51,Clothing,1,300.08,Debit Card,27/11/2021,Kanyon
I152068,C435947,Male,66,Toys,4,143.36,Cash,12/2/2023,Metropol AVM
I307312,C126275,Male,20,Food & Beverage,4,20.92,Credit Card,5/2/2023,Zorlu Center
I285481,C255280,Male,42,Food & Beverage,5,26.15,Credit Card,28/06/2022,Kanyon
I691070,C212816,Male,66,Food & Beverage,4,20.92,Debit Card,7/12/2021,Cevahir AVM
I821515,C110782,Male,56,Clothing,2,600.16,Credit Card,7/12/2021,Metrocity
I290451,C861757,Male,27,Clothing,3,900.24,Debit Card,20/07/2022,Metropol AVM
I230169,C251471,Male,55,Toys,1,35.84,Credit Card,22/09/2022,Istinye Park
I289169,C102154,Male,30,Food & Beverage,1,5.23,Cash,18/01/2021,Mall of Istanbul
I311156,C330425,Male,49,Books,4,60.6,Credit Card,26/08/2022,Forum Istanbul
I142403,C275133,Male,43,Food & Beverage,3,15.69,Credit Card,17/01/2023,Metrocity
I113677,C905637,Male,20,Clothing,3,900.24,Cash,12/8/2021,Metropol AVM
I272897,C268362,Male,50,Clothing,2,600.16,Debit Card,25/12/2021,Cevahir AVM
I531816,C227126,Male,67,Cosmetics,2,81.32,Debit Card,3/7/2021,Metrocity
I144155,C168055,Male,33,Cosmetics,5,203.3,Debit Card,22/09/2021,Kanyon
